:mode=ask
:IOAccess;Application;Topic;AdviseActive;DDEProtocol
"plc9";"finsgtwy";"plc9";Yes;No
"plc8";"finsgtwy";"plc8";Yes;No
"plc1";"finsgtwy";"plc1";Yes;No
"plc6";"finsgtwy";"plc6";Yes;No
"plc5";"finsgtwy";"plc5";Yes;No
"plc4";"finsgtwy";"plc4";Yes;No
"plc3";"finsgtwy";"plc3";Yes;No
"plc2";"finsgtwy";"plc2";Yes;No
"MODBUS_STATUS";"VIEW";"IOSTATUS";Yes;No
"INT";"modbus";"INT";Yes;Yes
"plc7";"finsgtwy";"plc7";Yes;No
"INTOUCH";"finsgtwy";"INTOUCH";Yes;No
:MemoryDisc;Group;Comment;Logged;EventLogged;EventLoggingPriority;RetentiveValue;InitialDisc;OffMsg;OnMsg;AlarmState;AlarmPri;AlarmComment;AlarmAckModel;DSCAlarmDisable;DSCAlarmInhibitor
"S191-1U\Tim";"$System";"Тепловой импульс,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3236";Yes;"С191-1 УЗО : Тепловой импульс,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-1U\TImP";"$System";"Тепловой импульс пуска,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3237";Yes;"С191-1 УЗО : Тепловой импульс пуска,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-1U\U";"$System";"Напряжение, В";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3238";Yes;"С191-1 УЗО : Напряжение, В";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-1U\sI";"$System";"Пусковой ток,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3239";Yes;"С191-1 УЗО : Пусковой ток,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\Ia";"$System";"Ток фаза А, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3240";Yes;"С191-2 УЗО : Ток фаза А, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\Ib";"$System";"Ток фаза В, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3241";Yes;"С191-2 УЗО : Ток фаза В, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\Ic";"$System";"Ток фаза С, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3242";Yes;"С191-2 УЗО : Ток фаза С, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\R";"$System";"Сопротивление изоляции, кОм";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3243";Yes;"С191-2 УЗО : Сопротивление изоляции, кОм";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\nI";"$System";"Несимметрия токов, %";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3244";Yes;"С191-2 УЗО : Несимметрия токов, %";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\pI";"$System";"Пульсация токов,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3245";Yes;"С191-2 УЗО : Пульсация токов,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\Tim";"$System";"Тепловой импульс,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3246";Yes;"С191-2 УЗО : Тепловой импульс,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\TImP";"$System";"Тепловой импульс пуска,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3247";Yes;"С191-2 УЗО : Тепловой импульс пуска,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\U";"$System";"Напряжение, В";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3248";Yes;"С191-2 УЗО : Напряжение, В";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S191-2U\sI";"$System";"Пусковой ток,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3249";Yes;"С191-2 УЗО : Пусковой ток,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\Ia";"$System";"Ток фаза А, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3250";Yes;"К195 УЗО : Ток фаза А, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\Ib";"$System";"Ток фаза В, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3251";Yes;"К195 УЗО : Ток фаза В, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\Ic";"$System";"Ток фаза С, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3252";Yes;"К195 УЗО : Ток фаза С, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\R";"$System";"Сопротивление изоляции, кОм";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3253";Yes;"К195 УЗО : Сопротивление изоляции, кОм";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\nI";"$System";"Несимметрия токов, %";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3254";Yes;"К195 УЗО : Несимметрия токов, %";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\pI";"$System";"Пульсация токов,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3255";Yes;"К195 УЗО : Пульсация токов,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\Tim";"$System";"Тепловой импульс,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3256";Yes;"К195 УЗО : Тепловой импульс,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\TImP";"$System";"Тепловой импульс пуска,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3257";Yes;"К195 УЗО : Тепловой импульс пуска,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\U";"$System";"Напряжение, В";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3258";Yes;"К195 УЗО : Напряжение, В";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"K195U\sI";"$System";"Пусковой ток,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3259";Yes;"К195 УЗО : Пусковой ток,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\Ia";"$System";"Ток фаза А, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3260";Yes;"С200-1 УЗО : Ток фаза А, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\Ib";"$System";"Ток фаза В, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3261";Yes;"С200-1 УЗО : Ток фаза В, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\Ic";"$System";"Ток фаза С, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3262";Yes;"С200-1 УЗО : Ток фаза С, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\R";"$System";"Сопротивление изоляции, кОм";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3263";Yes;"С200-1 УЗО : Сопротивление изоляции, кОм";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\nI";"$System";"Несимметрия токов, %";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3264";Yes;"С200-1 УЗО : Несимметрия токов, %";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\pI";"$System";"Пульсация токов,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3265";Yes;"С200-1 УЗО : Пульсация токов,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\Tim";"$System";"Тепловой импульс,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3266";Yes;"С200-1 УЗО : Тепловой импульс,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\TImP";"$System";"Тепловой импульс пуска,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3267";Yes;"С200-1 УЗО : Тепловой импульс пуска,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\U";"$System";"Напряжение, В";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3268";Yes;"С200-1 УЗО : Напряжение, В";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-1U\sI";"$System";"Пусковой ток,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3269";Yes;"С200-1 УЗО : Пусковой ток,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\Ia";"$System";"Ток фаза А, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3270";Yes;"С200-2 УЗО : Ток фаза А, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\Ib";"$System";"Ток фаза В, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3271";Yes;"С200-2 УЗО : Ток фаза В, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\Ic";"$System";"Ток фаза С, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3272";Yes;"С200-2 УЗО : Ток фаза С, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\R";"$System";"Сопротивление изоляции, кОм";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3273";Yes;"С200-2 УЗО : Сопротивление изоляции, кОм";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\nI";"$System";"Несимметрия токов, %";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3274";Yes;"С200-2 УЗО : Несимметрия токов, %";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\pI";"$System";"Пульсация токов,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3275";Yes;"С200-2 УЗО : Пульсация токов,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\Tim";"$System";"Тепловой импульс,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3276";Yes;"С200-2 УЗО : Тепловой импульс,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\TImP";"$System";"Тепловой импульс пуска,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3277";Yes;"С200-2 УЗО : Тепловой импульс пуска,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\U";"$System";"Напряжение, В";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3278";Yes;"С200-2 УЗО : Напряжение, В";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"S200-2U\sI";"$System";"Пусковой ток,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D3279";Yes;"С200-2 УЗО : Пусковой ток,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\Ia";"$System";"Ток фаза А, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6270";Yes;"Н 129 УЗО : Ток фаза А, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\Ib";"$System";"Ток фаза В, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6271";Yes;"Н 129 УЗО : Ток фаза В, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\Ic";"$System";"Ток фаза С, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6272";Yes;"Н 129 УЗО : Ток фаза С, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\R";"$System";"Сопротивление изоляции, кОм";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6273";Yes;"Н 129 УЗО : Сопротивление изоляции, кОм";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\nI";"$System";"Несимметрия токов, %";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6274";Yes;"Н 129 УЗО : Несимметрия токов, %";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\pI";"$System";"Пульсация токов,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6275";Yes;"Н 129 УЗО : Пульсация токов,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\Tim";"$System";"Тепловой импульс,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6276";Yes;"Н 129 УЗО : Тепловой импульс,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\TImP";"$System";"Тепловой импульс пуска,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6277";Yes;"Н 129 УЗО : Тепловой импульс пуска,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\U";"$System";"Напряжение, В";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6278";Yes;"Н 129 УЗО : Напряжение, В";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N129U\sI";"$System";"Пусковой ток,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6279";Yes;"Н 129 УЗО : Пусковой ток,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\Ia";"$System";"Ток фаза А, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6290";Yes;"Н 137 УЗО : Ток фаза А, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\Ib";"$System";"Ток фаза В, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6291";Yes;"Н 137 УЗО : Ток фаза В, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\Ic";"$System";"Ток фаза С, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6292";Yes;"Н 137 УЗО : Ток фаза С, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\R";"$System";"Сопротивление изоляции, кОм";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6293";Yes;"Н 137 УЗО : Сопротивление изоляции, кОм";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\nI";"$System";"Несимметрия токов, %";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6294";Yes;"Н 137 УЗО : Несимметрия токов, %";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\pI";"$System";"Пульсация токов,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6295";Yes;"Н 137 УЗО : Пульсация токов,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\Tim";"$System";"Тепловой импульс,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6296";Yes;"Н 137 УЗО : Тепловой импульс,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\TImP";"$System";"Тепловой импульс пуска,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6297";Yes;"Н 137 УЗО : Тепловой импульс пуска,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\U";"$System";"Напряжение, В";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6298";Yes;"Н 137 УЗО : Напряжение, В";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N137U\sI";"$System";"Пусковой ток,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6299";Yes;"Н 137 УЗО : Пусковой ток,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\Ia";"$System";"Ток фаза А, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6310";Yes;"Н 139 УЗО : Ток фаза А, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\Ib";"$System";"Ток фаза В, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6311";Yes;"Н 139 УЗО : Ток фаза В, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\Ic";"$System";"Ток фаза С, А";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6312";Yes;"Н 139 УЗО : Ток фаза С, А";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\R";"$System";"Сопротивление изоляции, кОм";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6313";Yes;"Н 139 УЗО : Сопротивление изоляции, кОм";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\nI";"$System";"Несимметрия токов, %";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6314";Yes;"Н 139 УЗО : Несимметрия токов, %";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\pI";"$System";"Пульсация токов,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6315";Yes;"Н 139 УЗО : Пульсация токов,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\Tim";"$System";"Тепловой импульс,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6316";Yes;"Н 139 УЗО : Тепловой импульс,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\TImP";"$System";"Тепловой импульс пуска,%";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6317";Yes;"Н 139 УЗО : Тепловой импульс пуска,%";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
"N139U\U";"$System";"Напряжение, В";No;Yes;320;No;No;0;0;"";0;0;65535;0;0;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;Off;0;1;0;Off;0;1;Min;0;65535;Linear;"plc4";No;"D6318";Yes;"Н 139 УЗО : Напряжение, В";0;0;0;0;0;0;0;0;"";"";"";"";"";"";""
